"title","description","theme","use_case","status","disaster_cycle","technology","disaster_type","region","subregion","country","partner","un_host","data","sdg","date_of_implementation","source","img_url","id","uuid","created_at","updated_at"
"Finding Water in the Driest Places","The most sustainable groundwater is very deep. To locate it and then to drill and extract it is a major challenge. Since 2017, UNICEF has collaborated with the European Union Joint Research Centre (EU-JRC) to develop this new way of mapping groundwater using geospatial imagery and data. A data-driven approach is used to help find groundwater before drilling. The project has already been successfully piloted in Ethiopia and Madagascar. Drilling success rates increased from 50% to 92%. ","Clean water","Disaster Relief logistic/resource allocation ","production","mitigation ","Web mapping,Geographical Information Systems,Remote sensing","Droughts","Africa","Eastern Africa","Ethiopia,Madagascar","European Union Joint Research Centre (EU-JRC)","UNICEF","Spatial Data","SDG 6","2021","https://www.unicef.org/innovation/stories/finding-water-driest-places ","https://www.unicef.org/innovation/sites/unicef.org.innovation/files/styles/hero_desktop/public/UN0469332.JPG?itok=kVidUCkh","29","956f9815-3715-418e-9728-57d2773c79f9","2023-07-11T09:14:24.363184+00:00",""
"Space-based Flood Monitoring to Support Disaster Risk Management","Floods lead to the highest number of people affected compared to other disasters as they affect human activities and the economy. Sudan was affected due to large floods partly caused by torrential rainfall in the Ethiopian Highlands. In the case of the Sudanese flood event, a timely response is needed for stakeholders to assess the situation. High resolution monitoring helps to identify areas at risk and information on the people and cropland. Geospatial analysis was conducted based on the identified floods areas. ","Disaster Risk Management,EWS","Disaster detection","production","preparedness","Web mapping,Geographical Information Systems,Remote sensing","Floods","Africa","Northern Africa","Sudan","Ministry of Agriculture and Natural Resources of Sudan","UNOOSA (The United Nations Office for Outer Space Affairs)","Spatial Data","SDG 1,SDG 2,SDG 13,SDG 15","2020","https://www.space4water.org/news/floods-sudan-space-based-flood-monitoring-support-disaster-risk-management ","https://www.space4water.org/s4w/web/sites/default/files/inline-images/MainImage_PleiadesbyCNES160820.jpg","30","7b378a3d-958c-4f6f-a2d7-d465a62a5755","2023-07-11T09:14:24.363184+00:00",""
"Space-based Flood Monitoring to Support Disaster Risk Management","Floods lead to the highest number of people affected compared to other disasters as they affect human activities and the economy. Sudan was affected due to large floods partly caused by torrential rainfall in the Ethiopian Highlands. In the case of the Sudanese flood event, a timely response is needed for stakeholders to assess the situation. High resolution monitoring helps to identify areas at risk and information on the people and cropland. Geospatial analysis was conducted based on the identified floods areas. ","Disaster Risk Management,EWS","Disaster detection","production","recovery","Web mapping,Geographical Information Systems,Remote sensing","Floods","Africa","Northern Africa","Sudan","Ministry of Agriculture and Natural Resources of Sudan","UNOOSA (The United Nations Office for Outer Space Affairs)","Spatial Data","SDG 1,SDG 2,SDG 13,SDG 15","2020","https://www.space4water.org/news/floods-sudan-space-based-flood-monitoring-support-disaster-risk-management ","https://www.space4water.org/s4w/web/sites/default/files/inline-images/MainImage_PleiadesbyCNES160820.jpg","31","24348dca-986b-4bb9-8152-fd3033afbb79","2023-07-11T09:14:24.363184+00:00",""
"Thinking Machines Data Science","Helping organizations restore nature and reduce poverty by using geospatial data, AI, and earth observation data","Inclusive Growth,Climate","Situational awareness/actionable information gathering","production","mitigation","Geographical Information Systems","Various","Asia","South-eastern Asia","Singapore","UNICEF Innovation Fund,UNICEF Venture Fund,Conservation International","UNDP","Spatial Data","SDG 1","2022","https://thinkingmachin.es/","https://site-assets.plasmic.app/711376e3970b1a53504e099b2f687079.jpg","165","363bbd85-375f-4e3c-bb57-45af961ee95c","2023-07-11T09:14:28.714411+00:00",""
"Space-based Flood Monitoring to Support Disaster Risk Management","Floods lead to the highest number of people affected compared to other disasters as they affect human activities and the economy. Sudan was affected due to large floods partly caused by torrential rainfall in the Ethiopian Highlands. In the case of the Sudanese flood event, a timely response is needed for stakeholders to assess the situation. High resolution monitoring helps to identify areas at risk and information on the people and cropland. Geospatial analysis was conducted based on the identified floods areas. ","Disaster Risk Management,EWS","Disaster detection","production","mitigation","Web mapping,Geographical Information Systems,Remote sensing","Floods","Africa","Northern Africa","Sudan","Ministry of Agriculture and Natural Resources of Sudan","UNOOSA (The United Nations Office for Outer Space Affairs)","Spatial Data","SDG 1,SDG 2,SDG 13,SDG 15","2020","https://www.space4water.org/news/floods-sudan-space-based-flood-monitoring-support-disaster-risk-management ","https://www.space4water.org/s4w/web/sites/default/files/inline-images/MainImage_PleiadesbyCNES160820.jpg","33","cfd0c634-d7ea-4bbd-9e1f-0911d6698639","2023-07-11T09:14:24.363184+00:00",""
"SKAI Platform","A lack of on-the-ground information at the start of a humanitarian crisis is a major obstacle to a quick, effective response. The WFP partnered with Google Research to set up the SKAI platform. Skai (formerly known as RUDA) uses Artificial Intelligence (AI) and satellites to help WFP reduce the amount of time needed to understand the impact of disasters. By using Artificial Intelligence (AI) to analyze images provided by satellites, WFP can respond to emergencies without the delays and logistics obstacles associated with a traditional response. Skai dramatically speeds up the process of determining what has happened, what to expect on the ground, and help define the kind of support that is required.  ","Disaster Risk Management","Disaster Relief logistic/resource allocation ","production","response","Artificial Intelligence,Machine Learning,Geographical Information Systems","Various","Global","Global","Global","Google Research","WFP","Spatial Data","SDG 13","2021","https://wfpinnovation.medium.com/the-skai-isnt-the-limit-how-wfp-uses-satellite-imagery-and-machine-learning-in-emergencies-b5c866ace186 ","https://miro.medium.com/max/1400/0*nvO60Aq7ny2r1Gwu","34","7dbf2e06-03c3-4aa1-840b-9433b538e48f","2023-07-11T09:14:24.363184+00:00",""
"Artificial Intelligence Weather Chatbot","The Chatbot directly interacts with users through the Facebook Messenger app giving weather related information. The potential of this tool is what lends itself to e-resilience - application of AI through simple messaging services to provide weather related information which can potentially save lives and reduces damages to property. ","Early Warning","Situational awareness/actionable information gathering","prototype","preparedness","Chatbot","Various","Asia","South-eastern Asia","Singapore","RobustTechHouse","None","Text Data","No Information","No Information","https://bit.ly/3sTk2ia","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-04/singapore-skyline-200679_1280.jpg","35","8b2210ec-df38-4c66-bb35-483caa6fd3c8","2023-07-11T09:14:24.363184+00:00",""
"Artificial Intelligence Weather Chatbot","The Chatbot directly interacts with users through the Facebook Messenger app giving weather related information. The potential of this tool is what lends itself to e-resilience - application of AI through simple messaging services to provide weather related information which can potentially save lives and reduces damages to property. ","Early Warning","Situational awareness/actionable information gathering","prototype","recovery","Chatbot","Various","Asia","South-eastern Asia","Singapore","RobustTechHouse","None","Text Data","No Information","No Information","https://bit.ly/3sTk2ia","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-04/singapore-skyline-200679_1280.jpg","36","f5e247fd-6814-4ec1-a15b-ef06361accbe","2023-07-11T09:14:24.363184+00:00",""
"Artificial Intelligence Weather Chatbot","The Chatbot directly interacts with users through the Facebook Messenger app giving weather related information. The potential of this tool is what lends itself to e-resilience - application of AI through simple messaging services to provide weather related information which can potentially save lives and reduces damages to property. ","Early Warning","Situational awareness/actionable information gathering","prototype","response","Chatbot","Various","Asia","South-eastern Asia","Singapore","RobustTechHouse","None","Text Data","No Information","No Information","https://bit.ly/3sTk2ia","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-04/singapore-skyline-200679_1280.jpg","37","ddcc739a-b026-41d3-a5f4-4435449a1736","2023-07-11T09:14:24.363184+00:00",""
"Artificial Intelligence Weather Chatbot","The Chatbot directly interacts with users through the Facebook Messenger app giving weather related information. The potential of this tool is what lends itself to e-resilience - application of AI through simple messaging services to provide weather related information which can potentially save lives and reduces damages to property. ","Early Warning","Situational awareness/actionable information gathering","prototype","mitigation","Chatbot","Various","Asia","South-eastern Asia","Singapore","RobustTechHouse","None","Text Data","No Information","No Information","https://bit.ly/3sTk2ia","https://drrgateway.net/sites/default/files/e-resilience-toolkit-2017-04/singapore-skyline-200679_1280.jpg","38","b4d563a5-6c17-4bb2-a791-dfe9d1acbf90","2023-07-11T09:14:24.363184+00:00",""
